lat,lon,name,admin1,admin2,cc
-2.8819,103.8344,Sekayu,,,ID
-1.52342,103.56752,Sekernan,,,ID
-5.13326,105.43595,Sekampung,,,ID
0.01667,110.9,Sekadau,,,ID
-1.41179,130.97478,Seget,,,ID
1.55381,101.0152,Sedinginan,,,ID
-6.9993,112.5636,Sidayu,,,ID
3.79377,108.02929,Sedanau,,,ID
-6.7668,111.5744,Sedan,,,ID
-0.27393,116.99835,Sebulu,,,ID
4.00232,117.03456,Sebuku,,,ID
-6.40278,106.77444,Sawangan,,,ID
0.7368,103.35635,Sawang,,,ID
-7.98618,131.29675,Saumlaki,,,ID
-0.565,133.1527,Saukorem,,,ID
-3.7818,115.4575,Satui,,,ID
-0.4831,100.63765,Saruaso,,,ID
-7.08299,113.82815,Saronggi,,,ID
-2.3121,102.7271,Sarolangun,,,ID
-1.85302,138.75093,Sarmi,,,ID
-0.1503,100.664,Sarilamak,,,ID
-2.54796,133.82755,Sarebe,,,ID
-6.8976,112.9593,Sepulu,,,ID
-7.00468,115.70619,Sapeken,,,ID
-8.56667,118.98333,Sape,,,ID
-0.3235,103.3101,Sapat,,,ID
-3.573,128.65242,Saparua,,,ID
-0.4379,130.7559,Saonek,,,ID
-0.49985,132.08588,Sausapor,,,ID
0.977,117.9803,Benua Baru,,,ID
-5.84525,112.65173,Sangkapura,,,ID
0.13333,110.6,Sanggau,,,ID
-8.37599,118.29876,Kore,,,ID
-0.6624,117.2365,Sangasangadalam,,,ID
-2.05853,125.97786,Sanana,,,ID
-2.5315,112.9496,Sampit,,,ID
-7.56333,109.19667,Sampang,,,ID
-7.1872,113.2394,Sampang,,,ID
-8.6736,115.5586,Sampalan,,,ID
-1.03333,117.03333,Samboja,,,ID
-1.8188,136.7576,Sumberbaba,,,ID
1.33333,109.25,Sambas,,,ID
-0.49167,117.14583,Samarinda,,,ID
-2.5818,116.4099,Tanjungsamalantakan,,,ID
-7.5162,108.2722,Salopa,,,ID
2.94051,117.34343,Salinbatu,,,ID
-7.1825,108.8059,Salem,,,ID
-6.8619,111.6043,Sale,,,ID
-7.3755,108.0325,Salawu,,,ID
-7.33194,110.49278,Salatiga,,,ID
-1.3085,123.2909,Salakan,,,ID
-3.05237,122.38724,Kaleroang,,,ID
-8.6831,116.462,Sakra,,,ID
-6.401,105.992,Saketi,,,ID
-7.2184,106.8851,Sagaranten,,,ID
-7.2741,108.3149,Sadananya,,,ID
3.00722,107.75361,Sabang Barat,,,ID
-8.61139,120.46444,Ruteng,,,ID
-4.62767,122.00472,Rumbia,,,ID
-6.9581,113.753,Rubaru,,,ID
0.5698,100.4075,Rokan,,,ID
-7.0009,113.28,Robatal,,,ID
-8.4213,121.0256,Riung,,,ID
-0.37546,102.5481,Rengat,,,ID
-6.15917,107.29806,Rengasdengklok,,,ID
-6.7036,111.3416,Rembangan,,,ID
-7.53694,109.17917,Rawalo,,,ID
1.0549,124.8012,Ratahan,,,ID
-2.817,134.5292,Rasiei,,,ID
-3.8445,119.8173,Rappang,,,ID
-2.9701,119.8978,Rantepao,,,ID
-2.0093,112.1956,Rantaupulut,,,ID
-2.4962,102.2505,Rantau Panjang,,,ID
-1.8446,102.3081,Rantau Panjang,,,ID
-2.9334,115.1621,Rantau,,,ID
-1.5083,134.1708,Ransiki,,,ID
-6.3591,106.2494,Rangkasbitung,,,ID
-7.0981,109.3243,Randudongkal,,,ID
-8.072,113.3032,Randuagung,,,ID
-7.1969,108.5041,Rancah,,,ID
3.9384,108.38401,Ranai,,,ID
-8.209,113.6092,Rambipuji,,,ID
-7.221,108.1896,Rajapolah,,,ID
-7.1836,108.4341,Rajadesa,,,ID
4.23254,126.86654,Rainis,,,ID
-4.838,122.7209,Raha,,,ID
-2.93888,132.33446,Raduria,,,ID
-8.4613,118.747,Raba,,,ID
0.83333,112.93333,Putussibau,,,ID
-7.71139,110.01028,Purworejo,,,ID
-7.42139,109.23444,Purwokerto,,,ID
-8.501,114.222,Purwoharjo,,,ID
-7.0868,110.9158,Purwodadi,,,ID
-6.55694,107.44333,Purwakarta,,,ID
-0.58333,114.58333,Puruk Cahu,,,ID
-7.38806,109.36389,Purbalingga,,,ID
-7.95222,110.34861,Pundong,,,ID
-8.1238,111.5614,Pule,,,ID
-3.89106,103.52023,Pulaupinang,,,ID
-0.6868,103.1841,Pulau Kijang,,,ID
-4.49982,103.63662,Pulauberingin,,,ID
-2.7671,114.2406,Pulang Pisau,,,ID
-8.3702,113.4752,Puger,,,ID
-7.7543,113.2159,Probolinggo,,,ID
-5.35822,104.97441,Pringsewu,,,ID
-7.68333,112.61667,Prigen,,,ID
-8.70536,116.27036,Praya,,,ID
-7.75,110.49417,Candi Prambanan,,,ID
-8.3414,120.7607,Pota,,,ID
-1.3959,120.7524,Poso,,,ID
-0.03194,109.325,Pontianak,,,ID
-7.8685,111.462,Ponorogo,,,ID
-3.4324,119.3435,Polewali,,,ID
1.02082,124.30894,Poigar,,,ID
-6.705,108.47278,Plumbon,,,ID
-8.7974,117.7791,Plampang,,,ID
-3.0618,128.1945,Piru,,,ID
-3.78611,119.65222,Pinrang,,,ID
1.42422,124.83865,Pineleng,,,ID
0.8825,123.5502,Pimpi,,,ID
-7.59825,108.75511,Patimuan,,,ID
-2.0775,113.4364,Petakbehandang,,,ID
-0.5449,101.9837,Peranap,,,ID
-3.43447,104.23056,Prabumulih,,,ID
-3.86945,104.38233,Peninjawan,,,ID
-3.3101,115.1961,Pangaron,,,ID
-4.05421,103.87668,Pengandonan,,,ID
-2.0746,120.6851,Pendolo,,,ID
-2.5094,112.1515,Pembuanghulu,,,ID
1.16667,108.96667,Pemangkat,,,ID
-6.89193,109.38263,Pemalang,,,ID
-3.5204,128.4681,Pelau,,,ID
-3.7987,114.7788,Pelaihari,,,ID
-6.9875,106.55139,Pelabuhanratu,,,ID
-1.1463,103.08494,Pelabuhan Dagang,,,ID
0.51667,101.44167,Pekanbaru,,,ID
-6.8886,109.6753,Pekalongan,,,ID
-3.4884,104.8376,Pedamaran,,,ID
-6.6978,110.7107,Pecangaan,,,ID
0.5632,122.9519,Payunga,,,ID
-0.2159,100.6334,Payakumbuh,,,ID
-8.40401,116.10255,Pemenang,,,ID
-2.1386,102.8186,Pauh,,,ID
-8.4126,117.4811,Pototano,,,ID
-6.7559,111.038,Pati,,,ID
-7.6453,112.9075,Pasuruan,,,ID
-6.889,113.657,Pasongsongan,,,ID
-3.63011,128.25237,Passo,,,ID
0.86459,100.29547,Pasir Pengaraian,,,ID
-8.2137,113.1146,Pasirian,,,ID
-6.8932,113.5805,Pasean,,,ID
0.7655,124.2982,Passi,,,ID
-7.068,107.794,Paseh,,,ID
-5.4957,122.8447,Pasar Wajo,,,ID
-1.4414,100.622,Pasarkuok,,,ID
-6.17028,106.53028,Pasarkemis,,,ID
-1.3051,100.50995,Pasarbaru,,,ID
-6.42139,106.73306,Parung,,,ID
-0.62046,100.27885,Parit Malintang,,,ID
-2.3357,115.4749,Paringin,,,ID
-7.7015,108.496,Parigi,,,ID
-0.8156,120.1768,Parigi,,,ID
-0.61898,100.11997,Pariaman,,,ID
-4.0135,119.6255,Parepare,,,ID
-7.7679,112.198,Pare,,,ID
0.3623,100.0552,Panti,,,ID
-2.64659,115.33087,Pantaihambawang,,,ID
-3.1313,116.1353,Pantai,,,ID
-7.72528,114.09954,Panji,,,ID
-5.4759,105.31982,Panjang,,,ID
-7.1313,108.2661,Panjalu,,,ID
-2.12914,106.11377,Pangkalpinang,,,ID
-0.5892,102.39,Pangkalan Kasai,,,ID
-2.6832,111.6259,Pangkalanbuun,,,ID
0.2981,102.1461,Pangkalan Bunut,,,ID
-2.8812,104.3943,Pangkalan Balai,,,ID
-4.8372,119.5472,Pangkajene,,,ID
-0.79599,122.65132,Pagimana,,,ID
-8.2512,112.2787,Panggungrejo,,,ID
-8.2492,111.4554,Panggul,,,ID
-6.3084,106.1067,Pandeglang,,,ID
-7.65268,112.6875,Pandaan,,,ID
-7.91306,110.29361,Pandak,,,ID
-6.7215,111.4684,Pancur,,,ID
-7.118,108.3816,Panawangan,,,ID
-7.70181,113.91844,Panarukan,,,ID
-4.47784,105.08142,Panaragan,,,ID
-1.24919,116.76968,Penajam,,,ID
-6.34278,106.73833,Pamulang,,,ID
-4.2254,120.1484,Pompanua,,,ID
-6.7609,111.4898,Pamotan,,,ID
-7.6413,107.7332,Pameungpeuk,,,ID
-7.01833,107.60389,Pameungpeuk,,,ID
-7.1568,113.4746,Pamekasan,,,ID
-7.4576,108.524,Pamarican,,,ID
-6.28417,107.81056,Pamanukan,,,ID
-0.90833,119.87083,Palu,,,ID
-2.9925,120.19694,Palopo,,,ID
-6.70694,108.42417,Palimanan,,,ID
-0.18333,100.23333,Palembaian,,,ID
-2.91673,104.7458,Palembang,,,ID
-4.9711,120.1127,Palattae,,,ID
-2.20833,113.91667,Palangkaraya,,,ID
-4.5313,120.2892,Palakka,,,ID
-7.80854,113.5079,Pakuniran,,,ID
-4.66481,104.96293,Pakuan Agung,,,ID
-1.8198,116.0797,Kuaro,,,ID
-7.0311,113.5496,Pakong,,,ID
-8.0665,112.5981,Pakisaji,,,ID
-7.41181,107.69049,Pakenjeng,,,ID
-8.1543,111.8264,Pakel,,,ID
-1.35172,100.57383,Painan,,,ID
-7.1124,108.1668,Pagerageung,,,ID
-6.433,105.8572,Pagelaran,,,ID
-3.6075,115.9381,Pagatan,,,ID
-3.1701,113.2881,Pagatan,,,ID
-2.6243,115.4338,Pagat,,,ID
-4.02506,103.24694,Pagar Alam,,,ID
-8.2258,112.5276,Pagak,,,ID
-8.7766,122.0455,Paga,,,ID
-7.1862,113.52571,Pademawu,,,ID
-6.214,105.9512,Padarincang,,,ID
-3.3749,102.7996,Padangulaktanding,,,ID
-0.6913,109.26327,Padangtikar,,,ID
-0.45602,100.40521,Padangpanjang,,,ID
-4.58891,103.14425,Padangguci,,,ID
-5.60075,105.1387,Padangcermin,,,ID
-2.838,115.2912,Padangbatung,,,ID
-0.94924,100.35427,Padang,,,ID
-7.5499,108.6956,Padaherang,,,ID
-8.19389,111.10333,Pacitan,,,ID
-6.87666,112.37606,Paciran,,,ID
-6.2043,106.0711,Pabuaran,,,ID
-1.3442,134.2587,Oransbari,,,ID
2.7473,125.3611,Ondong Siau,,,ID
-8.05419,139.65681,Okaba,,,ID
-3.9259,136.2259,Obano,,,ID
-7.0426,106.9442,Nyalindung,,,ID
4.13841,117.6507,Nunukan,,,ID
-9.568,124.495,Noemuti,,,ID
-1.07518,104.19438,Nipah Panjang,,,ID
-9.81361,124.47649,Nikiniki,,,ID
-8.1058,112.01591,Ngunut,,,ID
-8.0723,111.4489,Ngrayun,,,ID
-7.68386,112.25804,Ngoro,,,ID
-7.4038,111.4461,Ngawi,,,ID
-7.0032,111.3129,Ngawen,,,ID
-8.0101,111.9254,Ngantru,,,ID
-7.6051,111.9035,Nganjuk,,,ID
0.38333,109.95,Ngabang,,,ID
-4.65603,104.73576,Negararatu,,,ID
-8.35694,114.61694,Negara,,,ID
-5.30897,105.19251,Natar,,,ID
-8.5912,116.202,Narmada,,,ID
-7.3344,107.3282,Naringgul,,,ID
-8.7872,121.3923,Nangaroro,,,ID
-0.33333,111.73333,Nangah Pinoh,,,ID
-2.1624,111.4885,Nanga Bulik,,,ID
-3.84548,126.72619,Namrole,,,ID
-3.26194,127.09292,Namlea,,,ID
-3.35989,135.50074,Nabire,,,ID
-8.77213,116.87932,Muraloka,,,ID
-2.06719,105.16228,Muntok,,,ID
-7.58111,110.29278,Muntilan,,,ID
-8.3031,111.5786,Munjungan,,,ID
-8.26866,115.07947,Munduk,,,ID
-8.43333,114.33333,Muncar,,,ID
-6.5443,106.2911,Muncang,,,ID
-3.71472,137.98528,Mulia,,,ID
-2.5689,101.1118,Mukomuko,,,ID
-8.7617,116.3548,Mujur,,,ID
-1.8875,115.595,Muarauya,,,ID
-0.94734,114.8962,Muara Teweh,,,ID
-1.7109,103.1182,Muara Tembesi,,,ID
-1.476,102.4435,Muara Tebo,,,ID
-2.273,102.0998,Muara Siau,,,ID
-1.13612,103.84987,Muara Sabak,,,ID
-2.7236,102.9108,Muararupit,,,ID
-3.8503,103.0533,Muarapinang,,,ID
-2.3967,102.6389,Muara Limun,,,ID
-0.3808,101.3395,Muara Lembu,,,ID
-2.8594,103.3039,Muaralakitan,,,ID
-1.4621,101.023,Muaralabuh,,,ID
-3.66648,104.56717,Muarakuang,,,ID
-1.6785,115.8129,Muarakomam,,,ID
-0.63333,117.3,Muarajawa,,,ID
-3.6486,103.771,Muara Enim,,,ID
-4.53178,104.07397,Muara Dua,,,ID
-1.49018,102.1149,Muara Bungo,,,ID
-1.71327,103.25902,Muara Bulian,,,ID
-3.2486,103.0335,Muara Beliti,,,ID
-0.35085,117.43523,Muarabadak,,,ID
-0.66387,100.95818,Muaro,,,ID
-7.0268,110.5158,Mranggen,,,ID
0.75417,103.70833,Moro,,,ID
-4.0967,123.2519,Munse,,,ID
0.6326,122.5748,Molobulahe,,,ID
0.38981,123.98263,Molibagu,,,ID
-7.5194,112.5597,Mojosari,,,ID
-7.4664,112.4338,Mojokerto,,,ID
-7.56667,112.35,Mojoagung,,,ID
-6.53333,110.7,Mlonggo,,,ID
-5.11306,105.30667,Metro,,,ID
-7.52,110.22639,Mertoyudan,,,ID
-1.69823,102.9976,Mersam,,,ID
-6.8783,111.9863,Merakurak,,,ID
3.75883,116.74532,Mensalong,,,ID
0.46935,109.33828,Menjalin,,,ID
-2.1488,114.8819,Mengkalip,,,ID
-4.47131,105.25214,Menggala,,,ID
-6.37553,105.91872,Menes,,,ID
0.37102,108.97013,Mempawah,,,ID
-0.12533,110.28962,Meliau,,,ID
-7.73333,110.36667,Melati,,,ID
-0.66392,131.90487,Mega,,,ID
-8.8125,120.60972,Borong,,,ID
-8.1762,113.7958,Mayang,,,ID
-8.8892,121.2112,Mauponggo,,,ID
-8.6199,122.2111,Maumere,,,ID
-0.27877,100.28802,Matur,,,ID
-8.58333,116.11667,Mataram,,,ID
-4.16418,102.70045,Masmambang,,,ID
-8.622,116.4773,Masbagik,,,ID
-4.38057,102.95437,Masat,,,ID
-2.5537,120.3279,Masamba,,,ID
-4.31885,104.34715,Martapura,,,ID
-3.4109,114.8642,Martapura,,,ID
-5.006,119.5727,Maros,,,ID
-3.1995,119.7232,Buakayu,,,ID
0.4655,121.9386,Marisa,,,ID
-8.52388,118.84294,Maria,,,ID
-7.09484,109.025,Margasari,,,ID
-6.97083,107.5675,Margahayukencana,,,ID
-3.0136,114.7687,Marabahan,,,ID
-7.3509,108.3087,Manonjaya,,,ID
-0.86291,134.06402,Manokwari,,,ID
-4.4651,102.90386,Manna,,,ID
-2.46667,111.03333,Manismata,,,ID
-0.30059,100.22671,Maninjau,,,ID
-2.4894,120.812,Mangkutana,,,ID
-2.88333,108.26667,Manggar,,,ID
3.8148,126.74719,Mangaran,,,ID
-7.6597,114.04216,Mangaran,,,ID
3.57622,125.51849,Manganitu,,,ID
0.32243,109.33795,Mandor,,,ID
-6.953,113.8717,Manding,,,ID
-6.3102,105.9886,Mandalawangi,,,ID
-1.0163,103.59331,Mendaha,,,ID
0.02107,103.49757,Khairiahmandah,,,ID
3.51225,125.62302,Manalu,,,ID
1.48218,124.84892,Manado,,,ID
-2.68056,118.88611,Mamuju,,,ID
-2.9505,119.1747,Mambi,,,ID
-2.942,119.3776,Mamasa,,,ID
3.58855,116.62391,Malinau,,,ID
-2.6351,121.0948,Malili,,,ID
-7.0603,108.0876,Malangbong,,,ID
-7.9797,112.6304,Malang,,,ID
-0.74753,131.53875,Makbon,,,ID
-3.1019,119.8539,Makale,,,ID
-3.5403,118.9707,Majene,,,ID
-7.2975,108.7642,Majenang,,,ID
-6.83611,108.22778,Majalengka,,,ID
-7.65667,111.33139,Magetan,,,ID
-7.47056,110.21778,Magelang,,,ID
0.04705,127.89037,Mafa,,,ID
-8.0233,113.7779,Maesan,,,ID
-7.6298,111.5239,Madiun,,,ID
0.7007,128.29197,Maba,,,ID
-0.9516,122.7875,Luwuk,,,ID
-7.0172,108.6381,Luragung,,,ID
-8.1335,113.2248,Lumajang,,,ID
0.14411,100.1657,Lubuk Sikaping,,,ID
-3.2945,102.8614,Lubuklinggau,,,ID
-0.6517,101.4681,Lubuk Jambi,,,ID
-1.5251,101.2734,Lubukgadang,,,ID
-0.32545,100.06462,Lubuk Basung,,,ID
-0.96076,100.40011,Lubukbergalung,,,ID
-0.68321,100.31856,Lubukalung,,,ID
2.58769,115.79478,Long Pujungan,,,ID
1.78931,114.9013,Longnawang,,,ID
-1.5218,116.3205,Longkali,,,ID
-1.5834,116.2061,Longikis,,,ID
-8.5,116.66667,Labuan Lombok,,,ID
0.8755,124.0098,Lolak,,,ID
-8.1613,112.2173,Lodoyo,,,ID
-0.51489,117.01567,Loakulu,,,ID
-0.58295,117.09503,Loa Janan,,,ID
-5.03554,104.07595,Liwa,,,ID
3.93735,126.6957,Lirung,,,ID
0.627,122.9778,Limboto,,,ID
1.6722,125.06104,Likupang,,,ID
-8.3723,123.418,Lewoleba,,,ID
-8.4196,122.8094,Lewolaga,,,ID
-6.5125,106.1934,Leuwidamar,,,ID
2.98861,105.70694,Letung,,,ID
-7.02804,113.78428,Lenteng,,,ID
-7.1315,106.6926,Lengkong,,,ID
-8.7356,117.3653,Lenangguar,,,ID
0.5424,121.5713,Lemito,,,ID
-8.7264,116.0744,Lembar,,,ID
-6.81167,107.6175,Lembang,,,ID
-7.0099,108.1698,Lemahputih,,,ID
-9.7114,123.954,Lelogama,,,ID
-7.1099,107.8986,Leles,,,ID
-8.7289,122.1726,Lela,,,ID
-3.7731,126.538,Leksula,,,ID
-8.712,122.0762,Lekebai,,,ID
-8.1346,113.8752,Ledokombo,,,ID
-7.0173,108.6016,Lebakwangi,,,ID
-7.0496,109.1441,Lebaksiu,,,ID
-7.8353,112.6947,Lawang,,,ID
-6.6922,111.4527,Lasem,,,ID
-5.0068,122.4943,Lasehao,,,ID
-3.515,120.3704,Larompong,,,ID
-8.3468,122.9771,Larantuka,,,ID
-2.3809,115.5277,Lampihung,,,ID
-5.66689,132.73762,Langgur,,,ID
-3.8459,119.5222,Langnga,,,ID
-4.0248,122.9906,Langara,,,ID
-7.11667,112.41667,Lamongan,,,ID
-1.35177,127.66929,Laiwui,,,ID
-3.5294,102.0497,Lais,,,ID
1.48833,124.97444,"Laikit, Laikit II (Dimembe)",,,ID
-3.78514,103.54279,Lahat,,,ID
-5.35074,105.80993,Labuhanmaringgai,,,ID
-8.4964,119.8877,Labuan Bajo,,,ID
-6.3784,105.83,Labuan,,,ID
-0.62546,127.47808,Labuha,,,ID
-3.2651,134.9065,Kwantisore,,,ID
-7.71694,109.91278,Kutoarjo,,,ID
-8.72332,115.17234,Kuta,,,ID
0.39611,101.85722,Pangkalan Kerinci,,,ID
-6.97583,108.48306,Kuningan,,,ID
-1.25667,132.49972,Kumurkek,,,ID
-2.7398,111.72558,Kumai,,,ID
3.57261,125.57428,Kuma,,,ID
-6.8048,110.8405,Kudus,,,ID
-8.2524,115.5666,Kubu,,,ID
-0.48576,109.35513,Kubu,,,ID
0.8348,122.915,Kwandang,,,ID
-0.81623,103.46111,Kuala Tungkal,,,ID
-3.00913,114.38759,Kualakapuas,,,ID
-0.47084,102.68268,Kuala Cenaku,,,ID
-5.19131,103.932,Krui,,,ID
-7.63306,109.24611,Kroya,,,ID
-7.4104,112.5792,Krian,,,ID
-6.13139,106.37972,Kresek,,,ID
-7.75845,113.39624,Kraksaan,,,ID
-6.6897,111.6125,Kragan,,,ID
-2.4729,111.4731,Kotawaringin,,,ID
1.08738,100.55458,Kota Tengah,,,ID
1.89076,100.09211,Kota Pinang,,,ID
0.74194,124.31208,Kotamobagu,,,ID
-0.21451,104.61824,Daik Lingga,,,ID
-0.49306,104.56306,Dabo,,,ID
0.81217,124.65546,Kotabunan,,,ID
-4.82505,104.8817,Kotabumi,,,ID
-2.3715,113.0025,Kotabesi,,,ID
-3.24267,116.22514,Kotabaru Hilir,,,ID
-1.10155,101.76031,Kotabaru,,,ID
-5.49415,104.62201,Kotaagung,,,ID
-4.06853,103.43164,Kotaagung,,,ID
-0.90004,136.04082,Korem,,,ID
-0.8747,135.6344,Korido,,,ID
-8.6335,116.3517,Kopang Satu,,,ID
-8.5895,119.4913,Komodo,,,ID
-1.9825,121.3364,Kolonodale,,,ID
-2.70144,132.43848,Kokas Kota,,,ID
-8.1629,124.4473,Kokar,,,ID
-2.49313,106.4081,Koba,,,ID
-8.53333,115.4,Klungkung,,,ID
-2.2048,115.3993,Kelua,,,ID
-7.70583,110.60639,Klaten,,,ID
-6.70944,108.44,Klangenan,,,ID
-6.8938,112.9041,Klampis,,,ID
-7.9958,113.2534,Klakah,,,ID
-3.9389,134.9696,Kiruru,,,ID
-7.98507,138.84689,Kimaam,,,ID
-3.3897,101.8352,Ketahun,,,ID
-6.8958,113.2806,Ketapang,,,ID
-1.83862,109.97728,Ketapang,,,ID
-6.9383,108.891,Ketanggungan,,,ID
-7.6175,109.12139,Kesugihan,,,ID
-8.1462,112.3658,Kesamben,,,ID
-7.58333,112.1,Kertosono,,,ID
-6.8951,111.8866,Kerek,,,ID
-2.2333,116.0718,Kerang,,,ID
-2.94454,106.55743,Kepoh,,,ID
-6.52461,139.32224,Kepi,,,ID
-8.1303,112.5727,Kepanjen,,,ID
-3.9778,122.51507,Kendari,,,ID
-6.9213,110.2022,Kendal,,,ID
3.68745,125.40176,Kendahe,,,ID
-8.28333,113.36667,Kencong,,,ID
-4.99157,104.1929,Kenali,,,ID
1.36574,125.07484,Kema,,,ID
-1.87757,105.67661,Kelapa,,,ID
-9.44667,124.47806,Kefamenanu,,,ID
-6.97038,109.64794,Kedungwuni,,,ID
-8.06667,111.91667,Kedungwaru,,,ID
-8.6343,116.1515,Kediri,,,ID
-7.81667,112.01667,Kediri,,,ID
-5.38354,105.2596,Kedaton,,,ID
-7.66861,109.65361,Kebumen,,,ID
-7.70028,110.56306,Kebonarun,,,ID
-7.16667,112.6333,Kebomas,,,ID
-3.7538,102.7945,Padangtepung,,,ID
-3.392,104.8306,Kayu Agung,,,ID
-1.59122,127.40707,Kawasi,,,ID
-9.6728,120.3409,Kawangu,,,ID
1.20525,124.78218,Kawangkoan,,,ID
-7.3817,108.2082,Kawalu,,,ID
-7.1854,108.3704,Kawali,,,ID
-4.8299,122.726,Katobu,,,ID
-4.71572,104.4498,Kasui,,,ID
-2.2818,138.0348,Kasonawejo,,,ID
-1.42114,120.6554,Kasiguncu,,,ID
-2.62636,115.29739,Kasarangan,,,ID
-6.30525,107.3197,Karawang,,,ID
-6.8487,108.6422,Karangsembung,,,ID
-8.003,111.9092,Karangrejo,,,ID
-7.2061,107.9456,Karangpawitan,,,ID
-7.6278,108.1341,Karangnunggal,,,ID
-3.4116,115.0134,Karangintan,,,ID
-6.9897,112.3738,Karanggeneng,,,ID
-8.45,115.61667,Amlapura,,,ID
-8.3125,114.0483,Karangharjo Kidul,,,ID
-7.59833,110.94444,Karanganyar,,,ID
-7.64889,110.625,Karanganom,,,ID
-8.0876,111.6592,Karangan,,,ID
0.55986,109.37566,Karangan,,,ID
-6.46222,108.45194,Karangampel,,,ID
-7.6907,114.0619,Kapongan,,,ID
-9.7348,124.2739,Kapan,,,ID
-3.6455,102.5712,Kepahiang,,,ID
-2.7837,115.2772,Kandangan,,,ID
-8.3104,118.394,Malaju,,,ID
4.00833,107.99861,Kelarik,,,ID
-2.918,115.8373,Hampang,,,ID
-8.1748,111.6613,Kampak,,,ID
-0.9821,134.8046,Kameri,,,ID
-1.6904,100.7209,Kambang,,,ID
-7.16778,112.71917,Kamal,,,ID
-7.67916,107.80295,Cibaregbeg,,,ID
-7.6433,108.7526,Kalipucang,,,ID
-6.7241,111.6536,Kalipang,,,ID
-6.7019,111.2475,Kaliori,,,ID
-8.1808,111.9723,Kalidawir,,,ID
-7.2627,106.7222,Kalibunder,,,ID
-7.0537,113.94244,Kalianget,,,ID
-5.73805,105.5916,Kalianda,,,ID
-8.0527,111.8653,Kalangbret,,,ID
-8.2151,124.5458,Kalabahi,,,ID
-7.0324,109.5773,Kajen,,,ID
-3.35167,128.36853,Kairatu,,,ID
-3.6635,133.7649,Kaimana,,,ID
-0.01545,116.36329,Kahala,,,ID
-7.2611,107.0472,Kadupandak,,,ID
-6.3639,106.1,Kadugedong,,,ID
-7.0043,108.4543,Kadugede,,,ID
-8.2545,124.2145,Kabir,,,ID
-0.0149,130.8322,Kabare,,,ID
-6.715,111.1514,Juwana,,,ID
-6.9779,114.0948,Dungkek,,,ID
-3.986,114.9518,Jorong,,,ID
-7.54595,112.23307,Jombang,,,ID
-6.9709,111.7881,Jojogan,,,ID
-7.70361,110.53611,Jogonalan,,,ID
-8.79093,115.16006,Jimbaran,,,ID
-6.9726,111.4795,Jepon,,,ID
-6.5924,110.671,Jepara,,,ID
-5.16948,105.70441,Jepara,,,ID
-8.2661,113.6479,Jenggawah,,,ID
-5.6765,119.7484,Jeneponto,,,ID
-8.17211,113.69953,Jember,,,ID
-8.0825,113.75917,Jelbuk,,,ID
-6.8057,110.9262,Jekulo,,,ID
-1.74302,105.45527,Jebus,,,ID
-6.73361,108.26278,Jatiwangi,,,ID
-8.1218,113.3637,Jatiroto,,,ID
-7.88333,111.11667,Jatiroto,,,ID
-6.8858,111.6592,Jatirogo,,,ID
-7.1735,108.4028,Jatinagara,,,ID
-6.47472,108.31528,Jatibarang,,,ID
-7.57722,110.8975,Jaten,,,ID
-6.9423,111.2903,Japah,,,ID
-2.5072,102.054,Jangkat,,,ID
-7.0568,106.8014,Jampang Tengah,,,ID
-7.2579,106.6256,Jampang Kulon,,,ID
0.75776,127.31828,Jambula,,,ID
-1.6,103.61667,Jambi City,,,ID
-4.0383,120.3216,Jalang,,,ID
-6.762,111.1643,Jakenan,,,ID
-6.21462,106.84513,Jakarta,,,ID
1.06504,127.46786,Jailolo,,,ID
-5.46314,105.66752,Jabung,,,ID
0.6446,122.8614,Isimu,,,ID
-3.0067,101.4836,Ipuh,,,ID
-6.32639,108.32,Indramayu,,,ID
-3.25249,104.67555,Indralaya,,,ID
-2.12549,132.16689,Serkos,,,ID
-2.5161,115.4275,Alung,,,ID
-3.58689,128.08798,Hila,,,ID
-6.5271,106.3798,Gajrug,,,ID
-2.69169,115.34992,Haruyan,,,ID
-2.0154,115.5072,Haruai,,,ID
-8.3698,123.5473,Hadakewa,,,ID
-6.5662,110.9891,Gunungwungkal,,,ID
-4.9753,105.21396,Gunung Sugih,,,ID
-3.1799,104.03347,Gunungmenang,,,ID
-3.44968,103.8699,Gunungmegang Dalam,,,ID
-6.5721,106.0742,Gunungkencana,,,ID
-2.6211,116.2931,Gunungbatubesar,,,ID
-6.807,111.4656,Gunem,,,ID
-7.0546,113.6754,Gulukguluk,,,ID
-7.60111,110.81861,Grogol,,,ID
-7.15389,112.65611,Gresik,,,ID
0.5375,123.0625,Gorontalo,,,ID
-8.17529,112.63594,Gongdanglegi Kulon,,,ID
-8.0734,111.8472,Gondang,,,ID
-7.60722,109.51417,Gombong,,,ID
-8.56114,118.66647,Godo,,,ID
-7.76972,110.29389,Godean,,,ID
-8.5435,115.3272,Gianyar,,,ID
-3.87877,130.89935,Geser,,,ID
-8.683,116.1253,Gerung,,,ID
-8.36667,114.15,Genteng,,,ID
-3.23949,104.43725,Glumbang,,,ID
-5.3827,105.0955,Gedong Tataan,,,ID
-7.39083,112.72667,Gedangan,,,ID
-6.735,110.8444,Gebog,,,ID
-7.1636,114.331,Gayam,,,ID
-7.245,107.921,Garut,,,ID
-6.9987,108.5389,Garawangi,,,ID
-6.99667,113.95575,Gapura,,,ID
-8.1296,111.7044,Gandusari,,,ID
